1400,1,2025-01-01T08:00:00,30.0
1401,2,2025-01-01T08:10:00,30.9
1402,3,2025-01-01T08:20:00,31.8
1403,1,2025-01-01T08:30:00,32.7
1404,2,2025-01-01T08:40:00,33.6
1405,3,2025-01-01T08:50:00,34.5
1406,1,2025-01-01T09:00:00,35.4
1407,2,2025-01-01T09:10:00,36.3
1408,3,2025-01-01T09:20:00,37.2
1409,1,2025-01-01T09:30:00,38.1
1410,2,2025-01-01T09:40:00,39.0
1411,3,2025-01-01T09:50:00,39.9
1412,1,2025-01-01T10:00:00,40.8
1413,2,2025-01-01T10:10:00,41.7
1414,3,2025-01-01T10:20:00,42.6
1415,1,2025-01-01T10:30:00,43.5
1416,2,2025-01-01T10:40:00,44.4
1417,3,2025-01-01T10:50:00,45.3
1418,1,2025-01-01T11:00:00,46.2
1419,2,2025-01-01T11:10:00,47.1
1420,3,2025-01-01T11:20:00,48.0
1421,1,2025-01-01T11:30:00,48.9
1422,2,2025-01-01T11:40:00,49.8
1423,3,2025-01-01T11:50:00,50.7
1424,1,2025-01-01T12:00:00,51.6
1425,2,2025-01-01T12:10:00,52.5
1426,3,2025-01-01T12:20:00,53.4
1427,1,2025-01-01T12:30:00,54.3
1428,2,2025-01-01T12:40:00,55.2
1429,3,2025-01-01T12:50:00,56.1
1430,1,2025-01-01T13:00:00,57.0
1431,2,2025-01-01T13:10:00,57.9
1432,3,2025-01-01T13:20:00,58.8
1433,1,2025-01-01T13:30:00,59.7
1434,2,2025-01-01T13:40:00,60.6
1435,3,2025-01-01T13:50:00,61.5
1436,1,2025-01-01T14:00:00,62.4
1437,2,2025-01-01T14:10:00,63.3
1438,3,2025-01-01T14:20:00,64.2
1439,1,2025-01-01T14:30:00,65.1
1440,2,2025-01-01T14:40:00,66.0
1441,3,2025-01-01T14:50:00,66.9
1442,1,2025-01-01T15:00:00,67.8
1443,2,2025-01-01T15:10:00,68.7
1444,3,2025-01-01T15:20:00,69.6
1445,1,2025-01-01T15:30:00,70.5
1446,2,2025-01-01T15:40:00,71.4
1447,3,2025-01-01T15:50:00,72.3
1448,1,2025-01-01T16:00:00,73.2
1449,2,2025-01-01T16:10:00,74.1
1450,3,2025-01-01T16:20:00,75.0
1451,1,2025-01-01T16:30:00,75.9
1452,2,2025-01-01T16:40:00,76.8
1453,3,2025-01-01T16:50:00,77.7
1454,1,2025-01-01T17:00:00,78.6
1455,2,2025-01-01T17:10:00,79.5
1456,3,2025-01-01T17:20:00,80.4
1457,1,2025-01-01T17:30:00,81.3
1458,2,2025-01-01T17:40:00,82.2
1459,3,2025-01-01T17:50:00,83.1
1460,1,2025-01-01T18:00:00,84.0
1461,2,2025-01-01T18:10:00,84.9
1462,3,2025-01-01T18:20:00,85.8
1463,1,2025-01-01T18:30:00,86.7
1464,2,2025-01-01T18:40:00,87.6
1465,3,2025-01-01T18:50:00,88.5
1466,1,2025-01-01T19:00:00,89.4
1467,2,2025-01-01T19:10:00,90.3
1468,3,2025-01-01T19:20:00,91.2
1469,1,2025-01-01T19:30:00,92.1
1470,2,2025-01-01T19:40:00,30.0
1471,3,2025-01-01T19:50:00,30.9
1472,1,2025-01-01T20:00:00,31.8
1473,2,2025-01-01T20:10:00,32.7
1474,3,2025-01-01T20:20:00,33.6
1475,1,2025-01-01T20:30:00,34.5
1476,2,2025-01-01T20:40:00,35.4
1477,3,2025-01-01T20:50:00,36.3
1478,1,2025-01-01T21:00:00,37.2
1479,2,2025-01-01T21:10:00,38.1
1480,3,2025-01-01T21:20:00,39.0
1481,1,2025-01-01T21:30:00,39.9
1482,2,2025-01-01T21:40:00,40.8
1483,3,2025-01-01T21:50:00,41.7
1484,1,2025-01-01T22:00:00,42.6
1485,2,2025-01-01T22:10:00,43.5
1486,3,2025-01-01T22:20:00,44.4
1487,1,2025-01-01T22:30:00,45.3
1488,2,2025-01-01T22:40:00,46.2
1489,3,2025-01-01T22:50:00,47.1
1490,1,2025-01-01T23:00:00,48.0
1491,2,2025-01-01T23:10:00,48.9
1492,3,2025-01-01T23:20:00,49.8
1493,1,2025-01-01T23:30:00,50.7
1494,2,2025-01-01T23:40:00,51.6
1495,3,2025-01-01T23:50:00,52.5
1496,1,2025-01-02T00:00:00,53.4
1497,2,2025-01-02T00:10:00,54.3
1498,3,2025-01-02T00:20:00,55.2
1499,1,2025-01-02T00:30:00,56.1
1500,2,2025-01-02T00:40:00,57.0
1501,3,2025-01-02T00:50:00,57.9
1502,1,2025-01-02T01:00:00,58.8
1503,2,2025-01-02T01:10:00,59.7
1504,3,2025-01-02T01:20:00,60.6
1505,1,2025-01-02T01:30:00,61.5
1506,2,2025-01-02T01:40:00,62.4
1507,3,2025-01-02T01:50:00,63.3
1508,1,2025-01-02T02:00:00,64.2
1509,2,2025-01-02T02:10:00,65.1
1510,3,2025-01-02T02:20:00,66.0
1511,1,2025-01-02T02:30:00,66.9
1512,2,2025-01-02T02:40:00,67.8
1513,3,2025-01-02T02:50:00,68.7
1514,1,2025-01-02T03:00:00,69.6
1515,2,2025-01-02T03:10:00,70.5
1516,3,2025-01-02T03:20:00,71.4
1517,1,2025-01-02T03:30:00,72.3
1518,2,2025-01-02T03:40:00,73.2
1519,3,2025-01-02T03:50:00,74.1
1520,1,2025-01-02T04:00:00,75.0
1521,2,2025-01-02T04:10:00,75.9
1522,3,2025-01-02T04:20:00,76.8
1523,1,2025-01-02T04:30:00,77.7
1524,2,2025-01-02T04:40:00,78.6
1525,3,2025-01-02T04:50:00,79.5
1526,1,2025-01-02T05:00:00,80.4
1527,2,2025-01-02T05:10:00,81.3
1528,3,2025-01-02T05:20:00,82.2
1529,1,2025-01-02T05:30:00,83.1
1530,2,2025-01-02T05:40:00,84.0
1531,3,2025-01-02T05:50:00,84.9
1532,1,2025-01-02T06:00:00,85.8
1533,2,2025-01-02T06:10:00,86.7
1534,3,2025-01-02T06:20:00,87.6
1535,1,2025-01-02T06:30:00,88.5
1536,2,2025-01-02T06:40:00,89.4
1537,3,2025-01-02T06:50:00,90.3
1538,1,2025-01-02T07:00:00,91.2
1539,2,2025-01-02T07:10:00,92.1
1540,3,2025-01-02T07:20:00,30.0
1541,1,2025-01-02T07:30:00,30.9
1542,2,2025-01-02T07:40:00,31.8
1543,3,2025-01-02T07:50:00,32.7
1544,1,2025-01-02T08:00:00,33.6
1545,2,2025-01-02T08:10:00,34.5
1546,3,2025-01-02T08:20:00,35.4
1547,1,2025-01-02T08:30:00,36.3
1548,2,2025-01-02T08:40:00,37.2
1549,3,2025-01-02T08:50:00,38.1
1550,1,2025-01-02T09:00:00,39.0
1551,2,2025-01-02T09:10:00,39.9
1552,3,2025-01-02T09:20:00,40.8
