2000,1,2025-01-01T08:00:00,30.0
2001,2,2025-01-01T08:10:00,30.9
2002,3,2025-01-01T08:20:00,31.8
2003,1,2025-01-01T08:30:00,32.7
2004,2,2025-01-01T08:40:00,33.6
2005,3,2025-01-01T08:50:00,34.5
2006,1,2025-01-01T09:00:00,35.4
2007,2,2025-01-01T09:10:00,36.3
2008,3,2025-01-01T09:20:00,37.2
2009,1,2025-01-01T09:30:00,38.1
2010,2,2025-01-01T09:40:00,39.0
2011,3,2025-01-01T09:50:00,39.9
2012,1,2025-01-01T10:00:00,40.8
2013,2,2025-01-01T10:10:00,41.7
2014,3,2025-01-01T10:20:00,42.6
2015,1,2025-01-01T10:30:00,43.5
2016,2,2025-01-01T10:40:00,44.4
2017,3,2025-01-01T10:50:00,45.3
2018,1,2025-01-01T11:00:00,46.2
2019,2,2025-01-01T11:10:00,47.1
2020,3,2025-01-01T11:20:00,48.0
2021,1,2025-01-01T11:30:00,48.9
2022,2,2025-01-01T11:40:00,49.8
2023,3,2025-01-01T11:50:00,50.7
2024,1,2025-01-01T12:00:00,51.6
2025,2,2025-01-01T12:10:00,52.5
2026,3,2025-01-01T12:20:00,53.4
2027,1,2025-01-01T12:30:00,54.3
2028,2,2025-01-01T12:40:00,55.2
2029,3,2025-01-01T12:50:00,56.1
2030,1,2025-01-01T13:00:00,57.0
2031,2,2025-01-01T13:10:00,57.9
2032,3,2025-01-01T13:20:00,58.8
2033,1,2025-01-01T13:30:00,59.7
2034,2,2025-01-01T13:40:00,60.6
2035,3,2025-01-01T13:50:00,61.5
2036,1,2025-01-01T14:00:00,62.4
2037,2,2025-01-01T14:10:00,63.3
2038,3,2025-01-01T14:20:00,64.2
2039,1,2025-01-01T14:30:00,65.1
2040,2,2025-01-01T14:40:00,66.0
2041,3,2025-01-01T14:50:00,66.9
2042,1,2025-01-01T15:00:00,67.8
2043,2,2025-01-01T15:10:00,68.7
2044,3,2025-01-01T15:20:00,69.6
2045,1,2025-01-01T15:30:00,70.5
2046,2,2025-01-01T15:40:00,71.4
2047,3,2025-01-01T15:50:00,72.3
2048,1,2025-01-01T16:00:00,73.2
2049,2,2025-01-01T16:10:00,74.1
2050,3,2025-01-01T16:20:00,75.0
2051,1,2025-01-01T16:30:00,75.9
2052,2,2025-01-01T16:40:00,76.8
2053,3,2025-01-01T16:50:00,77.7
2054,1,2025-01-01T17:00:00,78.6
2055,2,2025-01-01T17:10:00,79.5
2056,3,2025-01-01T17:20:00,80.4
2057,1,2025-01-01T17:30:00,81.3
2058,2,2025-01-01T17:40:00,82.2
2059,3,2025-01-01T17:50:00,83.1
2060,1,2025-01-01T18:00:00,84.0
2061,2,2025-01-01T18:10:00,84.9
2062,3,2025-01-01T18:20:00,85.8
2063,1,2025-01-01T18:30:00,86.7
2064,2,2025-01-01T18:40:00,87.6
2065,3,2025-01-01T18:50:00,88.5
2066,1,2025-01-01T19:00:00,89.4
2067,2,2025-01-01T19:10:00,90.3
2068,3,2025-01-01T19:20:00,91.2
2069,1,2025-01-01T19:30:00,92.1
2070,2,2025-01-01T19:40:00,30.0
2071,3,2025-01-01T19:50:00,30.9
2072,1,2025-01-01T20:00:00,31.8
2073,2,2025-01-01T20:10:00,32.7
2074,3,2025-01-01T20:20:00,33.6
2075,1,2025-01-01T20:30:00,34.5
2076,2,2025-01-01T20:40:00,35.4
2077,3,2025-01-01T20:50:00,36.3
2078,1,2025-01-01T21:00:00,37.2
2079,2,2025-01-01T21:10:00,38.1
2080,3,2025-01-01T21:20:00,39.0
2081,1,2025-01-01T21:30:00,39.9
2082,2,2025-01-01T21:40:00,40.8
2083,3,2025-01-01T21:50:00,41.7
2084,1,2025-01-01T22:00:00,42.6
2085,2,2025-01-01T22:10:00,43.5
2086,3,2025-01-01T22:20:00,44.4
2087,1,2025-01-01T22:30:00,45.3
2088,2,2025-01-01T22:40:00,46.2
2089,3,2025-01-01T22:50:00,47.1
2090,1,2025-01-01T23:00:00,48.0
2091,2,2025-01-01T23:10:00,48.9
2092,3,2025-01-01T23:20:00,49.8
2093,1,2025-01-01T23:30:00,50.7
2094,2,2025-01-01T23:40:00,51.6
2095,3,2025-01-01T23:50:00,52.5
2096,1,2025-01-02T00:00:00,53.4
2097,2,2025-01-02T00:10:00,54.3
2098,3,2025-01-02T00:20:00,55.2
2099,1,2025-01-02T00:30:00,56.1
2100,2,2025-01-02T00:40:00,57.0
2101,3,2025-01-02T00:50:00,57.9
2102,1,2025-01-02T01:00:00,58.8
2103,2,2025-01-02T01:10:00,59.7
2104,3,2025-01-02T01:20:00,60.6
2105,1,2025-01-02T01:30:00,61.5
2106,2,2025-01-02T01:40:00,62.4
2107,3,2025-01-02T01:50:00,63.3
2108,1,2025-01-02T02:00:00,64.2
2109,2,2025-01-02T02:10:00,65.1
2110,3,2025-01-02T02:20:00,66.0
2111,1,2025-01-02T02:30:00,66.9
2112,2,2025-01-02T02:40:00,67.8
2113,3,2025-01-02T02:50:00,68.7
2114,1,2025-01-02T03:00:00,69.6
2115,2,2025-01-02T03:10:00,70.5
2116,3,2025-01-02T03:20:00,71.4
2117,1,2025-01-02T03:30:00,72.3
2118,2,2025-01-02T03:40:00,73.2
2119,3,2025-01-02T03:50:00,74.1
2120,1,2025-01-02T04:00:00,75.0
2121,2,2025-01-02T04:10:00,75.9
2122,3,2025-01-02T04:20:00,76.8
2123,1,2025-01-02T04:30:00,77.7
2124,2,2025-01-02T04:40:00,78.6
2125,3,2025-01-02T04:50:00,79.5
2126,1,2025-01-02T05:00:00,80.4
2127,2,2025-01-02T05:10:00,81.3
2128,3,2025-01-02T05:20:00,82.2
2129,1,2025-01-02T05:30:00,83.1
2130,2,2025-01-02T05:40:00,84.0
2131,3,2025-01-02T05:50:00,84.9
2132,1,2025-01-02T06:00:00,85.8
2133,2,2025-01-02T06:10:00,86.7
2134,3,2025-01-02T06:20:00,87.6
2135,1,2025-01-02T06:30:00,88.5
2136,2,2025-01-02T06:40:00,89.4
2137,3,2025-01-02T06:50:00,90.3
2138,1,2025-01-02T07:00:00,91.2
2139,2,2025-01-02T07:10:00,92.1
2140,3,2025-01-02T07:20:00,30.0
2141,1,2025-01-02T07:30:00,30.9
2142,2,2025-01-02T07:40:00,31.8
2143,3,2025-01-02T07:50:00,32.7
2144,1,2025-01-02T08:00:00,33.6
2145,2,2025-01-02T08:10:00,34.5
2146,3,2025-01-02T08:20:00,35.4
2147,1,2025-01-02T08:30:00,36.3
2148,2,2025-01-02T08:40:00,37.2
2149,3,2025-01-02T08:50:00,38.1
2150,1,2025-01-02T09:00:00,39.0
2151,2,2025-01-02T09:10:00,39.9
2152,3,2025-01-02T09:20:00,40.8
2153,1,2025-01-02T09:30:00,41.7
2154,2,2025-01-02T09:40:00,42.6
2155,3,2025-01-02T09:50:00,43.5
2156,1,2025-01-02T10:00:00,44.4
2157,2,2025-01-02T10:10:00,45.3
2158,3,2025-01-02T10:20:00,46.2
2159,1,2025-01-02T10:30:00,47.1
2160,2,2025-01-02T10:40:00,48.0
2161,3,2025-01-02T10:50:00,48.9
2162,1,2025-01-02T11:00:00,49.8
2163,2,2025-01-02T11:10:00,50.7
2164,3,2025-01-02T11:20:00,51.6
2165,1,2025-01-02T11:30:00,52.5
2166,2,2025-01-02T11:40:00,53.4
2167,3,2025-01-02T11:50:00,54.3
2168,1,2025-01-02T12:00:00,55.2
2169,2,2025-01-02T12:10:00,56.1
2170,3,2025-01-02T12:20:00,57.0
2171,1,2025-01-02T12:30:00,57.9
2172,2,2025-01-02T12:40:00,58.8
2173,3,2025-01-02T12:50:00,59.7
2174,1,2025-01-02T13:00:00,60.6
2175,2,2025-01-02T13:10:00,61.5
2176,3,2025-01-02T13:20:00,62.4
2177,1,2025-01-02T13:30:00,63.3
2178,2,2025-01-02T13:40:00,64.2
2179,3,2025-01-02T13:50:00,65.1
2180,1,2025-01-02T14:00:00,66.0
2181,2,2025-01-02T14:10:00,66.9
2182,3,2025-01-02T14:20:00,67.8
2183,1,2025-01-02T14:30:00,68.7
2184,2,2025-01-02T14:40:00,69.6
2185,3,2025-01-02T14:50:00,70.5
2186,1,2025-01-02T15:00:00,71.4
2187,2,2025-01-02T15:10:00,72.3
2188,3,2025-01-02T15:20:00,73.2
2189,1,2025-01-02T15:30:00,74.1
2190,2,2025-01-02T15:40:00,75.0
2191,3,2025-01-02T15:50:00,75.9
2192,1,2025-01-02T16:00:00,76.8
2193,2,2025-01-02T16:10:00,77.7
2194,3,2025-01-02T16:20:00,78.6
2195,1,2025-01-02T16:30:00,79.5
2196,2,2025-01-02T16:40:00,80.4
2197,3,2025-01-02T16:50:00,81.3
2198,1,2025-01-02T17:00:00,82.2
2199,2,2025-01-02T17:10:00,83.1
